restaurant_id,restaurant_name,date,item_id,item_name,category,day_of_week,is_holiday,temperature,rainfall,event,promotion,price,quantity_sold,quantity_prepared,quantity_wasted,ingredient_stock,ingredient_cost,selling_price,sales_previous_day,sales_7_days_ago,rolling_7_day_avg,waste_reason,waste_cost
R001,Restaurant A,2025-03-16,I001,Chicken Biryani,Biryani,6,0,23.82,0.0,0,0,219.29,93,100,7,66,91.83,220,104,80,84.43,Low demand,642.81
R001,Restaurant A,2025-03-17,I001,Chicken Biryani,Biryani,0,0,23.82,0.0,0,0,221.93,67,72,5,81,96.55,220,93,88,81.43,Quality issue,482.75
R001,Restaurant A,2025-03-18,I001,Chicken Biryani,Biryani,1,0,21.87,0.0,0,1,197.97,86,95,9,81,91.26,220,67,76,82.86,Overproduction,821.34
R001,Restaurant A,2025-03-19,I001,Chicken Biryani,Biryani,2,0,23.65,0.44,0,0,222.63,85,94,9,74,93.68,220,86,78,83.86,Overproduction,843.12
R001,Restaurant A,2025-03-20,I001,Chicken Biryani,Biryani,3,0,23.71,0.0,0,0,222.7,76,84,8,98,92.62,220,85,62,85.86,Overproduction,740.96
R001,Restaurant A,2025-03-21,I001,Chicken Biryani,Biryani,4,0,24.86,0.0,0,1,199.56,82,88,6,112,99.22,220,76,90,84.71,Overproduction,595.32
R001,Restaurant A,2025-03-22,I001,Chicken Biryani,Biryani,5,0,24.19,0.0,1,0,217.62,101,106,5,69,93.48,220,82,104,84.29,Low demand,467.4
R001,Restaurant A,2025-03-23,I001,Chicken Biryani,Biryani,6,0,23.9,0.0,0,0,223.4,81,89,8,57,98.52,220,101,93,82.57,Overproduction,788.16
R001,Restaurant A,2025-03-24,I001,Chicken Biryani,Biryani,0,0,24.58,6.13,0,0,222.35,80,86,6,82,98.55,220,81,67,84.43,Quality issue,591.3
R001,Restaurant A,2025-03-25,I001,Chicken Biryani,Biryani,1,0,23.66,0.0,0,1,196.85,92,98,6,64,90.65,220,80,86,85.29,Overproduction,543.9
R001,Restaurant A,2025-03-26,I001,Chicken Biryani,Biryani,2,0,24.62,0.0,0,0,222.52,74,78,4,88,99.22,220,92,85,83.71,Overproduction,396.88
R001,Restaurant A,2025-03-27,I001,Chicken Biryani,Biryani,3,0,22.58,6.38,0,0,217.63,75,79,4,60,97.66,220,74,76,83.57,Overproduction,390.64
R001,Restaurant A,2025-03-28,I001,Chicken Biryani,Biryani,4,0,27.8,0.52,0,0,217.57,68,74,6,86,91.12,220,75,82,81.57,Order cancellation,546.72
R001,Restaurant A,2025-03-29,I001,Chicken Biryani,Biryani,5,0,23.87,3.81,0,0,221.37,82,90,8,62,93.79,220,68,101,78.86,Overproduction,750.32
R001,Restaurant A,2025-03-30,I001,Chicken Biryani,Biryani,6,0,25.17,0.0,0,1,200.78,112,122,10,82,98.08,220,82,81,83.29,Overproduction,980.8
R001,Restaurant A,2025-03-31,I001,Chicken Biryani,Biryani,0,0,26.73,0.0,0,0,223.09,85,96,11,99,96.88,220,112,80,84.0,Low demand,1065.68
R001,Restaurant A,2025-04-01,I001,Chicken Biryani,Biryani,1,0,28.27,0.0,0,1,200.58,86,91,5,80,91.78,220,85,92,83.14,Low demand,458.9
R001,Restaurant A,2025-04-02,I001,Chicken Biryani,Biryani,2,0,25.7,0.0,0,0,221.16,81,86,5,85,97.66,220,86,74,84.14,Overproduction,488.3
R001,Restaurant A,2025-04-03,I001,Chicken Biryani,Biryani,3,0,26.27,0.0,0,0,221.65,83,87,4,78,90.89,220,81,75,85.29,Low demand,363.56
R001,Restaurant A,2025-04-04,I001,Chicken Biryani,Biryani,4,0,28.3,0.0,0,0,222.2,61,64,3,71,90.46,220,83,68,84.29,Overproduction,271.38
R001,Restaurant A,2025-04-05,I001,Chicken Biryani,Biryani,5,0,29.17,0.4,0,0,219.35,84,91,7,75,96.84,220,61,82,84.57,Overproduction,677.88
R001,Restaurant A,2025-04-06,I001,Chicken Biryani,Biryani,6,0,26.66,0.16,0,1,197.46,90,102,12,80,94.03,220,84,112,81.43,Overproduction,1128.36
R001,Restaurant A,2025-04-07,I001,Chicken Biryani,Biryani,0,0,26.22,3.99,0,1,199.2,83,89,6,91,99.45,220,90,85,81.14,Overproduction,596.7
R001,Restaurant A,2025-04-08,I001,Chicken Biryani,Biryani,1,0,27.12,1.36,0,0,216.75,75,78,3,98,97.82,220,83,86,79.57,Overproduction,293.46
R001,Restaurant A,2025-04-09,I001,Chicken Biryani,Biryani,2,0,25.22,0.0,0,0,217.97,85,95,10,71,90.36,220,75,81,80.14,Overproduction,903.6
R001,Restaurant A,2025-04-10,I001,Chicken Biryani,Biryani,3,0,25.8,0.0,0,0,222.46,55,57,2,66,92.55,220,85,83,76.14,Quality issue,185.1
R001,Restaurant A,2025-04-11,I001,Chicken Biryani,Biryani,4,0,26.82,0.0,0,1,196.63,71,78,7,60,90.57,220,55,61,77.57,Overproduction,633.99
R001,Restaurant A,2025-04-12,I001,Chicken Biryani,Biryani,5,0,24.95,0.0,0,0,217.07,83,87,4,91,90.55,220,71,84,77.43,Quality issue,362.2
R001,Restaurant A,2025-04-13,I001,Chicken Biryani,Biryani,6,0,27.2,0.64,0,0,218.59,79,89,10,74,95.45,220,83,90,75.86,Low demand,954.5
R001,Restaurant A,2025-04-14,I001,Chicken Biryani,Biryani,0,0,31.36,0.0,0,1,196.0,75,79,4,83,99.52,220,79,83,74.71,Overproduction,398.08
R001,Restaurant A,2025-04-15,I001,Chicken Biryani,Biryani,1,0,28.38,0.19,0,0,217.61,68,77,9,102,92.15,220,75,75,73.71,Low demand,829.35
R001,Restaurant A,2025-04-16,I001,Chicken Biryani,Biryani,2,0,26.95,3.2,0,0,218.64,60,65,5,79,98.49,220,68,85,70.14,Overproduction,492.45
R001,Restaurant A,2025-04-17,I001,Chicken Biryani,Biryani,3,0,30.95,0.0,0,0,218.04,69,76,7,83,96.17,220,60,55,72.14,Low demand,673.19
R001,Restaurant A,2025-04-18,I001,Chicken Biryani,Biryani,4,0,26.46,0.71,0,0,224.15,75,79,4,92,92.6,220,69,71,72.71,Order cancellation,370.4
R001,Restaurant A,2025-04-19,I001,Chicken Biryani,Biryani,5,0,29.37,0.0,0,0,224.13,61,65,4,79,97.6,220,75,83,69.57,Overproduction,390.4
R001,Restaurant A,2025-04-20,I001,Chicken Biryani,Biryani,6,0,27.86,0.0,0,0,219.39,89,95,6,90,91.84,220,61,79,71.0,Overproduction,551.04
R001,Restaurant A,2025-04-21,I001,Chicken Biryani,Biryani,0,0,27.43,2.61,0,0,217.41,87,91,4,58,95.3,220,89,75,72.71,Quality issue,381.2
R001,Restaurant A,2025-04-22,I001,Chicken Biryani,Biryani,1,0,29.65,0.0,1,1,201.85,94,107,13,72,96.32,220,87,68,76.43,Order cancellation,1252.16
R001,Restaurant A,2025-04-23,I001,Chicken Biryani,Biryani,2,0,30.3,0.0,0,1,196.48,57,63,6,73,99.46,220,94,60,76.0,Overproduction,596.76
R001,Restaurant A,2025-04-24,I001,Chicken Biryani,Biryani,3,0,27.17,3.19,0,0,223.91,86,95,9,83,98.5,220,57,69,78.43,Overproduction,886.5
R001,Restaurant A,2025-04-25,I001,Chicken Biryani,Biryani,4,0,30.74,0.0,0,0,216.54,81,90,9,79,99.53,220,86,75,79.29,Overproduction,895.77
R001,Restaurant A,2025-04-26,I001,Chicken Biryani,Biryani,5,0,29.29,0.0,0,0,218.48,89,99,10,99,97.83,220,81,61,83.29,Overproduction,978.3
R001,Restaurant A,2025-04-27,I001,Chicken Biryani,Biryani,6,0,28.46,0.0,0,0,219.02,86,93,7,66,92.41,220,89,89,82.86,Overproduction,646.87
R001,Restaurant A,2025-04-28,I001,Chicken Biryani,Biryani,0,0,32.15,0.0,0,0,220.17,79,86,7,58,93.86,220,86,87,81.71,Overproduction,657.02
R001,Restaurant A,2025-04-29,I001,Chicken Biryani,Biryani,1,0,31.02,0.0,0,0,224.01,90,94,4,55,96.4,220,79,94,81.14,Order cancellation,385.6
R001,Restaurant A,2025-04-30,I001,Chicken Biryani,Biryani,2,0,29.29,0.0,0,1,197.89,80,85,5,66,97.88,220,90,57,84.43,Overproduction,489.4
R001,Restaurant A,2025-05-01,I001,Chicken Biryani,Biryani,3,0,31.03,0.71,0,1,195.47,68,75,7,69,96.99,220,80,86,81.86,Overproduction,678.93
R001,Restaurant A,2025-05-02,I001,Chicken Biryani,Biryani,4,0,26.11,8.21,0,0,215.98,75,83,8,99,98.03,220,68,81,81.0,Order cancellation,784.24
R001,Restaurant A,2025-05-03,I001,Chicken Biryani,Biryani,5,0,27.99,0.0,0,0,218.71,79,84,5,81,98.06,220,75,89,79.57,Overproduction,490.3
R001,Restaurant A,2025-05-04,I001,Chicken Biryani,Biryani,6,0,28.15,0.0,0,0,222.08,87,98,11,58,90.47,220,79,86,79.71,Low demand,995.17
R001,Restaurant A,2025-05-05,I001,Chicken Biryani,Biryani,0,0,31.52,0.0,0,0,224.29,88,93,5,83,94.32,220,87,79,81.0,Low demand,471.6
R001,Restaurant A,2025-05-06,I001,Chicken Biryani,Biryani,1,0,30.83,0.0,0,0,217.59,84,90,6,64,90.89,220,88,90,80.14,Low demand,545.34
R001,Restaurant A,2025-05-07,I001,Chicken Biryani,Biryani,2,0,30.26,3.53,0,0,218.53,61,68,7,103,95.55,220,84,80,77.43,Low demand,668.85
R001,Restaurant A,2025-05-08,I001,Chicken Biryani,Biryani,3,0,28.47,0.0,0,0,217.37,72,79,7,64,97.43,220,61,68,78.0,Overproduction,682.01
R001,Restaurant A,2025-05-09,I001,Chicken Biryani,Biryani,4,0,32.16,5.42,0,1,201.9,86,97,11,92,95.2,220,72,75,79.57,Low demand,1047.2
R001,Restaurant A,2025-05-10,I001,Chicken Biryani,Biryani,5,0,30.45,0.0,0,0,215.92,82,88,6,67,91.08,220,86,79,80.0,Quality issue,546.48
R001,Restaurant A,2025-05-11,I001,Chicken Biryani,Biryani,6,0,26.48,0.0,0,0,223.69,89,97,8,111,92.23,220,82,87,80.29,Quality issue,737.84
R001,Restaurant A,2025-05-12,I001,Chicken Biryani,Biryani,0,0,30.41,0.0,0,0,222.55,71,76,5,62,91.9,220,89,88,77.86,Low demand,459.5
R001,Restaurant A,2025-05-13,I001,Chicken Biryani,Biryani,1,0,30.38,0.06,0,0,223.72,72,78,6,92,91.91,220,71,84,76.14,Overproduction,551.46
R001,Restaurant A,2025-05-14,I001,Chicken Biryani,Biryani,2,0,28.28,0.0,0,0,224.1,70,76,6,72,94.43,220,72,61,77.43,Overproduction,566.58
R001,Restaurant A,2025-05-15,I001,Chicken Biryani,Biryani,3,0,28.07,0.0,0,1,200.22,85,92,7,75,90.8,220,70,72,79.29,Low demand,635.6
R001,Restaurant A,2025-05-16,I001,Chicken Biryani,Biryani,4,0,29.35,0.48,0,0,222.76,70,77,7,76,95.26,220,85,86,77.0,Overproduction,666.82
R001,Restaurant A,2025-05-17,I001,Chicken Biryani,Biryani,5,0,27.92,0.0,0,0,222.37,83,86,3,75,90.43,220,70,82,77.14,Overproduction,271.29
R001,Restaurant A,2025-05-18,I001,Chicken Biryani,Biryani,6,0,29.63,0.0,1,0,224.19,104,116,12,96,91.29,220,83,89,79.29,Overproduction,1095.48
R001,Restaurant A,2025-05-19,I001,Chicken Biryani,Biryani,0,0,33.19,0.0,0,0,222.09,71,77,6,72,94.61,220,104,71,79.29,Low demand,567.66
R001,Restaurant A,2025-05-20,I001,Chicken Biryani,Biryani,1,0,29.53,0.44,0,0,215.94,79,89,10,82,96.51,220,71,72,80.29,Order cancellation,965.1
R001,Restaurant A,2025-05-21,I001,Chicken Biryani,Biryani,2,0,33.54,0.0,0,0,220.11,83,92,9,53,97.06,220,79,70,82.14,Overproduction,873.54
R001,Restaurant A,2025-05-22,I001,Chicken Biryani,Biryani,3,0,28.31,0.0,0,0,217.13,65,68,3,94,92.77,220,83,85,79.29,Overproduction,278.31
R001,Restaurant A,2025-05-23,I001,Chicken Biryani,Biryani,4,0,33.06,0.0,0,1,198.91,75,84,9,85,90.65,220,65,70,80.0,Quality issue,815.85
R001,Restaurant A,2025-05-24,I001,Chicken Biryani,Biryani,5,0,29.85,10.98,0,0,222.74,93,103,10,62,99.07,220,75,83,81.43,Overproduction,990.7
R001,Restaurant A,2025-05-25,I001,Chicken Biryani,Biryani,6,0,29.11,0.0,0,0,216.67,68,72,4,98,92.97,220,93,104,76.29,Low demand,371.88
R001,Restaurant A,2025-05-26,I001,Chicken Biryani,Biryani,0,0,30.92,1.15,0,0,222.43,74,82,8,69,99.6,220,68,71,76.71,Quality issue,796.8
R001,Restaurant A,2025-05-27,I001,Chicken Biryani,Biryani,1,0,32.11,2.09,0,0,222.05,67,73,6,82,93.08,220,74,79,75.0,Overproduction,558.48
R001,Restaurant A,2025-05-28,I001,Chicken Biryani,Biryani,2,0,32.87,0.02,0,0,215.68,75,80,5,104,91.19,220,67,83,73.86,Overproduction,455.95
R001,Restaurant A,2025-05-29,I001,Chicken Biryani,Biryani,3,0,30.26,0.0,0,0,218.73,76,85,9,65,97.48,220,75,65,75.43,Overproduction,877.32
R001,Restaurant A,2025-05-30,I001,Chicken Biryani,Biryani,4,0,29.9,7.68,0,1,196.46,86,97,11,92,94.51,220,76,75,77.0,Low demand,1039.61
R001,Restaurant A,2025-05-31,I001,Chicken Biryani,Biryani,5,0,31.97,0.0,0,1,198.95,104,112,8,75,95.84,220,86,93,78.57,Overproduction,766.72
R001,Restaurant A,2025-06-01,I001,Chicken Biryani,Biryani,6,0,30.44,4.88,0,0,220.91,94,100,6,91,90.98,220,104,68,82.29,Overproduction,545.88
R001,Restaurant A,2025-06-02,I001,Chicken Biryani,Biryani,0,0,32.79,14.79,0,0,219.47,67,71,4,71,91.09,220,94,74,81.29,Overproduction,364.36
R001,Restaurant A,2025-06-03,I001,Chicken Biryani,Biryani,1,0,34.68,9.02,0,0,219.31,81,85,4,86,93.9,220,67,67,83.29,Overproduction,375.6
R001,Restaurant A,2025-06-04,I001,Chicken Biryani,Biryani,2,0,32.85,0.0,0,1,194.23,83,93,10,72,93.09,220,81,75,84.43,Quality issue,930.9
R001,Restaurant A,2025-06-05,I001,Chicken Biryani,Biryani,3,0,30.79,0.0,0,0,222.66,64,67,3,70,94.97,220,83,76,82.71,Overproduction,284.91
R001,Restaurant A,2025-06-06,I001,Chicken Biryani,Biryani,4,0,26.02,12.05,0,1,199.99,87,96,9,79,90.79,220,64,86,82.86,Overproduction,817.11
R001,Restaurant A,2025-06-07,I001,Chicken Biryani,Biryani,5,0,30.04,0.0,0,0,222.28,98,103,5,64,90.85,220,87,104,82.0,Order cancellation,454.25
R001,Restaurant A,2025-06-08,I001,Chicken Biryani,Biryani,6,0,31.28,4.23,0,0,215.79,75,83,8,98,99.15,220,98,94,79.29,Overproduction,793.2
